"","indiv","Block","Col","Row","Population","Family","TempTrt","WaterTrt","variable","LLL","Day","DayN"
"6753","404","MM7-5","F","2","Grade Road Palomar","GRP3","Cool","Dry","LLL_0612",93.1,2014-06-12,31
"6754","405","MM7-5","G","2","Hauser Creek","HAU5","Cool","Dry","LLL_0612",95.2,2014-06-12,31
"6755","406","MM7-5","H","2","Little Jameson","LIJ7","Cool","Dry","LLL_0612",27.2,2014-06-12,31
"6756","407","MM7-5","I","2","Middle Yuba","MYU3","Cool","Dry","LLL_0612",62.5,2014-06-12,31
"6757","408","MM7-5","J","2","Mill Creek","MIL3","Cool","Dry","LLL_0612",44.5,2014-06-12,31
"6758","409","MM7-5","K","2","North Fork Middle Tule","NMT7","Cool","Dry","LLL_0612",69.7,2014-06-12,31
"6759","410","MM7-5","L","2","Paradise Creek","PRD1","Cool","Dry","LLL_0612",73,2014-06-12,31
"6760","411","MM7-5","M","2","Rainbow Pool","RBW1","Cool","Dry","LLL_0612",68.5,2014-06-12,31
"6761","412","MM7-5","N","2","Redwood Creek","RWD2","Cool","Dry","LLL_0612",91.7,2014-06-12,31
"6762","413","MM7-5","A","3","Rock Creek","014aN1","Cool","Dry","LLL_0612",63.7,2014-06-12,31
"6763","414","MM7-5","B","3","Wawona","184aC2","Cool","Dry","LLL_0612",56.3,2014-06-12,31
"6764","415","MM7-5","C","3","West Fork Mojave River","WFM11","Cool","Dry","LLL_0612",81.1,2014-06-12,31
"6765","416","MM7-5","D","3","Whitewater Canyon","WWC9","Cool","Dry","LLL_0612",94.8,2014-06-12,31
"6766","417","MM7-5","E","3","Cottonwood Creek","353a","Cool","Dry","LLL_0612",55.2,2014-06-12,31
"6767","418","MM7-5","F","3","Cuyamaca Rancho","CUR1","Cool","Dry","LLL_0612",63.2,2014-06-12,31
"6768","419","MM7-5","G","3","Deep Creek","DPC1","Cool","Dry","LLL_0612",76.5,2014-06-12,31
"6769","420","MM7-5","H","3","Grade Road Palomar","GRP3","Cool","Dry","LLL_0612",96.1,2014-06-12,31
"6770","421","MM7-5","I","3","Hauser Creek","HAU1","Cool","Dry","LLL_0612",71,2014-06-12,31
"6771","423","MM7-5","K","3","Middle Yuba","MYU1","Cool","Dry","LLL_0612",63.6,2014-06-12,31
"6772","424","MM7-5","L","3","Mill Creek","MIL1","Cool","Dry","LLL_0612",52.6,2014-06-12,31
"6773","425","MM7-5","M","3","North Fork Middle Tule","NMT5","Cool","Dry","LLL_0612",69.6,2014-06-12,31
"6774","426","MM7-5","N","3","Paradise Creek","PRD3","Cool","Dry","LLL_0612",58.4,2014-06-12,31
"6775","427","MM7-5","A","4","Rainbow Pool","RBW3","Cool","Dry","LLL_0612",116.7,2014-06-12,31
"6776","428","MM7-5","B","4","Redwood Creek","RWD1","Cool","Dry","LLL_0612",47.1,2014-06-12,31
"6777","429","MM7-5","C","4","Rock Creek","001aN1","Cool","Dry","LLL_0612",48.2,2014-06-12,31
"6778","430","MM7-5","D","4","Wawona","192aC2","Cool","Dry","LLL_0612",72.3,2014-06-12,31
"6779","431","MM7-5","E","4","West Fork Mojave River","WFM9","Cool","Dry","LLL_0612",76.2,2014-06-12,31
"6780","432","MM7-5","F","4","Whitewater Canyon","WWC3","Cool","Dry","LLL_0612",46.8,2014-06-12,31
"6781","433","MM7-5","G","4","Cottonwood Creek","346a","Cool","Dry","LLL_0612",94.7,2014-06-12,31
"6782","434","MM7-5","H","4","Cuyamaca Rancho","CUR7","Cool","Dry","LLL_0612",96.8,2014-06-12,31
"6783","435","MM7-5","I","4","Deep Creek","DPC5","Cool","Dry","LLL_0612",36.5,2014-06-12,31
"6784","436","MM7-5","J","4","Grade Road Palomar","GRP1","Cool","Dry","LLL_0612",67.2,2014-06-12,31
"6785","437","MM7-5","K","4","Hauser Creek","HAU11","Cool","Dry","LLL_0612",69.1,2014-06-12,31
"6786","438","MM7-5","L","4","Little Jameson","LIJ3","Cool","Dry","LLL_0612",61.2,2014-06-12,31
"6787","439","MM7-5","M","4","Middle Yuba","MYU3","Cool","Dry","LLL_0612",53.9,2014-06-12,31
"6788","440","MM7-5","N","4","Mill Creek","MIL9","Cool","Dry","LLL_0612",78.5,2014-06-12,31
"6789","442","MM7-5","B","5","Paradise Creek","PRD5","Cool","Dry","LLL_0612",66.5,2014-06-12,31
"6790","443","MM7-5","C","5","Rainbow Pool","RBW3","Cool","Dry","LLL_0612",68.9,2014-06-12,31
"6791","445","MM7-5","E","5","Rock Creek","012aN1","Cool","Dry","LLL_0612",58,2014-06-12,31
"6792","447","MM7-5","G","5","West Fork Mojave River","WFM1","Cool","Dry","LLL_0612",14.4,2014-06-12,31
"6793","448","MM7-5","H","5","Whitewater Canyon","WWC7","Cool","Dry","LLL_0612",72.7,2014-06-12,31
"6794","449","MM7-5","I","5","Cottonwood Creek","370a","Cool","Dry","LLL_0612",106.6,2014-06-12,31
"6795","450","MM7-5","J","5","Cuyamaca Rancho","CUR5","Cool","Dry","LLL_0612",74.4,2014-06-12,31
"6796","451","MM7-5","K","5","Deep Creek","DPC3","Cool","Dry","LLL_0612",55.2,2014-06-12,31
"6797","452","MM7-5","L","5","Grade Road Palomar","GRP5","Cool","Dry","LLL_0612",77.4,2014-06-12,31
"6798","453","MM7-5","M","5","Hauser Creek","HAU9","Cool","Dry","LLL_0612",42.5,2014-06-12,31
"6799","454","MM7-5","N","5","Little Jameson","LIJ1","Cool","Dry","LLL_0612",37,2014-06-12,31
"6800","455","MM7-5","A","6","Middle Yuba","MYU1","Cool","Dry","LLL_0612",74.8,2014-06-12,31
"6801","456","MM7-5","B","6","Mill Creek","MIL7","Cool","Dry","LLL_0612",64.4,2014-06-12,31
"6802","457","MM7-5","C","6","North Fork Middle Tule","NMT2","Cool","Dry","LLL_0612",98.4,2014-06-12,31
"6803","458","MM7-5","D","6","Paradise Creek","PRD3","Cool","Dry","LLL_0612",64.6,2014-06-12,31
"6804","459","MM7-5","E","6","Rainbow Pool","RBW3","Cool","Dry","LLL_0612",81.6,2014-06-12,31
"6805","460","MM7-5","F","6","Redwood Creek","RWD7","Cool","Dry","LLL_0612",63.4,2014-06-12,31
"6806","461","MM7-5","G","6","Rock Creek","006aN1","Cool","Dry","LLL_0612",47.7,2014-06-12,31
"6807","463","MM7-5","I","6","West Fork Mojave River","WFM3","Cool","Dry","LLL_0612",64,2014-06-12,31
"6808","464","MM7-5","J","6","Whitewater Canyon","WWC5","Cool","Dry","LLL_0612",72.9,2014-06-12,31
"6809","465","MM7-5","K","6","Cottonwood Creek","355a","Cool","Dry","LLL_0612",76.3,2014-06-12,31
"6810","466","MM7-5","L","6","Cuyamaca Rancho","CUR3","Cool","Dry","LLL_0612",81.9,2014-06-12,31
"6811","467","MM7-5","M","6","Deep Creek","DPC1","Cool","Dry","LLL_0612",100.2,2014-06-12,31
"6812","468","MM7-5","A","7","Hauser Creek","HAU7","Cool","Dry","LLL_0612",41.5,2014-06-12,31
"6813","469","MM7-5","B","7","Little Jameson","LIJ5","Cool","Dry","LLL_0612",70,2014-06-12,31
"6814","470","MM7-5","D","7","Mill Creek","MIL5","Cool","Dry","LLL_0612",70.6,2014-06-12,31
"6815","471","MM7-5","E","7","North Fork Middle Tule","NMT4","Cool","Dry","LLL_0612",78.8,2014-06-12,31
"6816","473","MM7-5","G","7","Rainbow Pool","RBW1","Cool","Dry","LLL_0612",88.4,2014-06-12,31
"6817","474","MM7-5","H","7","Redwood Creek","RWD4","Cool","Dry","LLL_0612",86.5,2014-06-12,31
"6818","475","MM7-5","I","7","Rock Creek","009aN1","Cool","Dry","LLL_0612",68,2014-06-12,31
"6819","476","MM7-5","J","7","Wawona","188aC2","Cool","Dry","LLL_0612",60,2014-06-12,31
"6820","477","MM7-5","K","7","West Fork Mojave River","WFM7","Cool","Dry","LLL_0612",61.4,2014-06-12,31
"6821","480","MM7-5","L","7","Whitewater Canyon","WWC1","Cool","Dry","LLL_0612",50.8,2014-06-12,31
"6822","481","MM7-6","A","1","Cuyamaca Rancho","CUR12","Cool","Dry","LLL_0612",41,2014-06-12,31
"6823","482","MM7-6","B","1","Deep Creek","DPC2","Cool","Dry","LLL_0612",40,2014-06-12,31
"6824","483","MM7-6","C","1","Grade Road Palomar","GRP6","Cool","Dry","LLL_0612",83.5,2014-06-12,31
"6825","485","MM7-6","E","1","Little Jameson","LIJ8","Cool","Dry","LLL_0612",45.3,2014-06-12,31
"6826","486","MM7-6","F","1","Middle Yuba","MYU6","Cool","Dry","LLL_0612",37.9,2014-06-12,31
"6827","488","MM7-6","H","1","North Fork Middle Tule","NMT1","Cool","Dry","LLL_0612",79.5,2014-06-12,31
"6828","489","MM7-6","I","1","Paradise Creek","PRD4","Cool","Dry","LLL_0612",47.7,2014-06-12,31
"6829","490","MM7-6","J","1","Rainbow Pool","RBW2","Cool","Dry","LLL_0612",41.5,2014-06-12,31
"6830","491","MM7-6","K","1","Redwood Creek","RWD5","Cool","Dry","LLL_0612",91,2014-06-12,31
"6831","493","MM7-6","M","1","Wawona","183aC2","Cool","Dry","LLL_0612",39.7,2014-06-12,31
"6832","494","MM7-6","N","1","West Fork Mojave River","WFM10","Cool","Dry","LLL_0612",54.4,2014-06-12,31
"6833","495","MM7-6","A","2","Whitewater Canyon","WWC4","Cool","Dry","LLL_0612",52.4,2014-06-12,31
"6834","496","MM7-6","B","2","Cottonwood Creek","349a","Cool","Dry","LLL_0612",101.7,2014-06-12,31
"6835","497","MM7-6","C","2","Cuyamaca Rancho","CUR6","Cool","Dry","LLL_0612",62.2,2014-06-12,31
"6836","498","MM7-6","D","2","Deep Creek","DPC4","Cool","Dry","LLL_0612",60,2014-06-12,31
"6837","499","MM7-6","E","2","Grade Road Palomar","GRP4","Cool","Dry","LLL_0612",82.6,2014-06-12,31
"6838","500","MM7-6","F","2","Hauser Creek","HAU6","Cool","Dry","LLL_0612",104,2014-06-12,31
"6839","501","MM7-6","G","2","Little Jameson","LIJ4","Cool","Dry","LLL_0612",58.3,2014-06-12,31
"6840","502","MM7-6","H","2","Middle Yuba","MYU6","Cool","Dry","LLL_0612",35.3,2014-06-12,31
"6841","503","MM7-6","I","2","Mill Creek","MIL12","Cool","Dry","LLL_0612",68.2,2014-06-12,31
"6842","504","MM7-6","J","2","North Fork Middle Tule","NMT4","Cool","Dry","LLL_0612",65.9,2014-06-12,31
"6843","506","MM7-6","L","2","Rainbow Pool","RBW4","Cool","Dry","LLL_0612",65.2,2014-06-12,31
"6844","507","MM7-6","M","2","Redwood Creek","RWD8","Cool","Dry","LLL_0612",61.5,2014-06-12,31
"6845","509","MM7-6","A","3","Wawona","185aC2","Cool","Dry","LLL_0612",47.5,2014-06-12,31
"6846","510","MM7-6","B","3","West Fork Mojave River","WFM4","Cool","Dry","LLL_0612",65.9,2014-06-12,31
"6847","511","MM7-6","C","3","Whitewater Canyon","WWC12","Cool","Dry","LLL_0612",74.2,2014-06-12,31
"6848","512","MM7-6","D","3","Cottonwood Creek","361a","Cool","Dry","LLL_0612",50,2014-06-12,31
"6849","513","MM7-6","E","3","Cuyamaca Rancho","CUR8","Cool","Dry","LLL_0612",58.1,2014-06-12,31
"6850","514","MM7-6","F","3","Deep Creek","DPC2","Cool","Dry","LLL_0612",69,2014-06-12,31
"6851","515","MM7-6","G","3","Grade Road Palomar","GRP4","Cool","Dry","LLL_0612",80.6,2014-06-12,31
"6852","516","MM7-6","H","3","Hauser Creek","HAU4","Cool","Dry","LLL_0612",92.9,2014-06-12,31
"6853","517","MM7-6","I","3","Little Jameson","LIJ10","Cool","Dry","LLL_0612",43.2,2014-06-12,31
"6854","518","MM7-6","J","3","Middle Yuba","MYU4","Cool","Dry","LLL_0612",70.9,2014-06-12,31
"6855","519","MM7-6","K","3","Mill Creek","MIL4","Cool","Dry","LLL_0612",58.9,2014-06-12,31
"6856","520","MM7-6","L","3","North Fork Middle Tule","NMT3","Cool","Dry","LLL_0612",69.2,2014-06-12,31
"6857","522","MM7-6","N","3","Rainbow Pool","RBW2","Cool","Dry","LLL_0612",67.7,2014-06-12,31
"6858","523","MM7-6","A","4","Redwood Creek","RWD10","Cool","Dry","LLL_0612",101,2014-06-12,31
"6859","524","MM7-6","B","4","Rock Creek","002aN1","Cool","Dry","LLL_0612",70.4,2014-06-12,31
"6860","526","MM7-6","D","4","West Fork Mojave River","WFM6","Cool","Dry","LLL_0612",72.3,2014-06-12,31
"6861","527","MM7-6","E","4","Whitewater Canyon","WWC2","Cool","Dry","LLL_0612",43.8,2014-06-12,31
"6862","528","MM7-6","F","4","Cottonwood Creek","348a","Cool","Dry","LLL_0612",57.2,2014-06-12,31
"6863","529","MM7-6","G","4","Cuyamaca Rancho","CUR2","Cool","Dry","LLL_0612",90.8,2014-06-12,31
"6864","532","MM7-6","J","4","Hauser Creek","HAU2","Cool","Dry","LLL_0612",61.8,2014-06-12,31
"6865","533","MM7-6","K","4","Little Jameson","LIJ12","Cool","Dry","LLL_0612",59.3,2014-06-12,31
"6866","534","MM7-6","L","4","Middle Yuba","MYU2","Cool","Dry","LLL_0612",57.4,2014-06-12,31
"6867","535","MM7-6","M","4","Mill Creek","MIL2","Cool","Dry","LLL_0612",45,2014-06-12,31
"6868","536","MM7-6","N","4","North Fork Middle Tule","NMT8","Cool","Dry","LLL_0612",7.4,2014-06-12,31
"6869","537","MM7-6","A","5","Paradise Creek","PRD2","Cool","Dry","LLL_0612",80.6,2014-06-12,31
"6870","538","MM7-6","B","5","Rainbow Pool","RBW4","Cool","Dry","LLL_0612",75.8,2014-06-12,31
"6871","539","MM7-6","C","5","Redwood Creek","RWD1","Cool","Dry","LLL_0612",52.1,2014-06-12,31
"6872","540","MM7-6","D","5","Rock Creek","011aN1","Cool","Dry","LLL_0612",86.1,2014-06-12,31
"6873","541","MM7-6","E","5","Wawona","189aC2","Cool","Dry","LLL_0612",94.4,2014-06-12,31
"6874","542","MM7-6","F","5","West Fork Mojave River","WFM12","Cool","Dry","LLL_0612",89.3,2014-06-12,31
"6875","543","MM7-6","G","5","Whitewater Canyon","WWC8","Cool","Dry","LLL_0612",112.5,2014-06-12,31
"6876","544","MM7-6","H","5","Cottonwood Creek","371a","Cool","Dry","LLL_0612",76.8,2014-06-12,31
"6877","545","MM7-6","I","5","Cuyamaca Rancho","CUR10","Cool","Dry","LLL_0612",57.6,2014-06-12,31
"6878","547","MM7-6","K","5","Grade Road Palomar","GRP2","Cool","Dry","LLL_0612",82.2,2014-06-12,31
"6879","548","MM7-6","L","5","Hauser Creek","HAU8","Cool","Dry","LLL_0612",86.6,2014-06-12,31
"6880","549","MM7-6","M","5","Little Jameson","LIJ6","Cool","Dry","LLL_0612",49.4,2014-06-12,31
"6881","550","MM7-6","N","5","Middle Yuba","MYU4","Cool","Dry","LLL_0612",54.6,2014-06-12,31
"6882","551","MM7-6","A","6","Mill Creek","MIL6","Cool","Dry","LLL_0612",59.1,2014-06-12,31
"6883","552","MM7-6","B","6","North Fork Middle Tule","NMT7","Cool","Dry","LLL_0612",100.5,2014-06-12,31
"6884","553","MM7-6","C","6","Paradise Creek","PRD7","Cool","Dry","LLL_0612",98,2014-06-12,31
"6885","554","MM7-6","D","6","Rainbow Pool","RBW2","Cool","Dry","LLL_0612",49.1,2014-06-12,31
"6886","555","MM7-6","E","6","Redwood Creek","RWD2","Cool","Dry","LLL_0612",81.2,2014-06-12,31
"6887","556","MM7-6","F","6","Rock Creek","007aN1","Cool","Dry","LLL_0612",88.7,2014-06-12,31
"6888","557","MM7-6","G","6","Wawona","187aC2","Cool","Dry","LLL_0612",59.7,2014-06-12,31
"6889","558","MM7-6","H","6","West Fork Mojave River","WFM2","Cool","Dry","LLL_0612",48.6,2014-06-12,31
"6890","559","MM7-6","I","6","Whitewater Canyon","WWC10","Cool","Dry","LLL_0612",56.5,2014-06-12,31
"6891","560","MM7-6","J","6","Cottonwood Creek","362a","Cool","Dry","LLL_0612",87.8,2014-06-12,31
"6892","561","MM7-6","K","6","Cuyamaca Rancho","CUR4","Cool","Dry","LLL_0612",64.8,2014-06-12,31
"6893","562","MM7-6","L","6","Deep Creek","DPC6","Cool","Dry","LLL_0612",62.2,2014-06-12,31
"6894","563","MM7-6","M","6","Grade Road Palomar","GRP2","Cool","Dry","LLL_0612",87.5,2014-06-12,31
"6895","564","MM7-6","N","6","Hauser Creek","HAU12","Cool","Dry","LLL_0612",80.1,2014-06-12,31
"6896","565","MM7-6","B","7","Middle Yuba","MYU2","Cool","Dry","LLL_0612",89.2,2014-06-12,31
"6897","567","MM7-6","D","7","North Fork Middle Tule","NMT5","Cool","Dry","LLL_0612",88.5,2014-06-12,31
"6898","568","MM7-6","G","7","Redwood Creek","RWD7","Cool","Dry","LLL_0612",50.7,2014-06-12,31
"6899","569","MM7-6","H","7","Rock Creek","015aN1","Cool","Dry","LLL_0612",60.3,2014-06-12,31
"6900","570","MM7-6","I","7","Wawona","191aC2","Cool","Dry","LLL_0612",47.2,2014-06-12,31
"6901","571","MM7-6","J","7","West Fork Mojave River","WFM8","Cool","Dry","LLL_0612",67.4,2014-06-12,31
"6902","572","MM7-6","K","7","Whitewater Canyon","WWC6","Cool","Dry","LLL_0612",70.6,2014-06-12,31
"6903","573","MM7-6","L","7","Cottonwood Creek","364a","Cool","Dry","LLL_0612",74.2,2014-06-12,31
"6904","574","MM7-6","A","7","Little Jameson","LIJ2","Cool","Dry","LLL_0612",77.3,2014-06-12,31
"6905","577","MM7-7","A","1","Grade Road Palomar","GRP5","Cool","Wet","LLL_0612",107.4,2014-06-12,31
"6906","578","MM7-7","B","1","Hauser Creek","HAU3","Cool","Wet","LLL_0612",47.1,2014-06-12,31
"6907","579","MM7-7","C","1","Little Jameson","LIJ7","Cool","Wet","LLL_0612",76.1,2014-06-12,31
"6908","580","MM7-7","D","1","Middle Yuba","MYU1","Cool","Wet","LLL_0612",40.8,2014-06-12,31
"6909","582","MM7-7","F","1","North Fork Middle Tule","NMT1","Cool","Wet","LLL_0612",62.1,2014-06-12,31
"6910","583","MM7-7","G","1","Paradise Creek","PRD5","Cool","Wet","LLL_0612",64.5,2014-06-12,31
"6911","584","MM7-7","H","1","Rainbow Pool","RBW1","Cool","Wet","LLL_0612",73.3,2014-06-12,31
"6912","585","MM7-7","I","1","Redwood Creek","RWD4","Cool","Wet","LLL_0612",69.7,2014-06-12,31
"6913","586","MM7-7","J","1","Rock Creek","012aN1","Cool","Wet","LLL_0612",72.7,2014-06-12,31
"6914","587","MM7-7","K","1","Wawona","186aC2","Cool","Wet","LLL_0612",79.7,2014-06-12,31
"6915","588","MM7-7","L","1","West Fork Mojave River","WFM11","Cool","Wet","LLL_0612",93.1,2014-06-12,31
"6916","589","MM7-7","M","1","Whitewater Canyon","WWC7","Cool","Wet","LLL_0612",29.5,2014-06-12,31
"6917","590","MM7-7","N","1","Cottonwood Creek","346a","Cool","Wet","LLL_0612",82.2,2014-06-12,31
"6918","591","MM7-7","A","2","Cuyamaca Rancho","CUR3","Cool","Wet","LLL_0612",23.7,2014-06-12,31
"6919","593","MM7-7","C","2","Grade Road Palomar","GRP1","Cool","Wet","LLL_0612",82.5,2014-06-12,31
"6920","594","MM7-7","D","2","Hauser Creek","HAU5","Cool","Wet","LLL_0612",68,2014-06-12,31
"6921","595","MM7-7","E","2","Little Jameson","LIJ11","Cool","Wet","LLL_0612",51.2,2014-06-12,31
"6922","596","MM7-7","F","2","Middle Yuba","MYU1","Cool","Wet","LLL_0612",3.2,2014-06-12,31
"6923","597","MM7-7","G","2","Mill Creek","MIL1","Cool","Wet","LLL_0612",73.7,2014-06-12,31
"6924","598","MM7-7","H","2","North Fork Middle Tule","NMT4","Cool","Wet","LLL_0612",31.5,2014-06-12,31
"6925","599","MM7-7","I","2","Paradise Creek","PRD3","Cool","Wet","LLL_0612",55.1,2014-06-12,31
"6926","600","MM7-7","J","2","Rainbow Pool","RBW1","Cool","Wet","LLL_0612",99.3,2014-06-12,31
"6927","601","MM7-7","K","2","Redwood Creek","RWD7","Cool","Wet","LLL_0612",83.9,2014-06-12,31
"6928","602","MM7-7","L","2","Rock Creek","001aN1","Cool","Wet","LLL_0612",65.8,2014-06-12,31
"6929","603","MM7-7","M","2","Wawona","192aC2","Cool","Wet","LLL_0612",73.2,2014-06-12,31
"6930","604","MM7-7","N","2","West Fork Mojave River","WFM9","Cool","Wet","LLL_0612",79.8,2014-06-12,31
"6931","605","MM7-7","A","3","Whitewater Canyon","WWC9","Cool","Wet","LLL_0612",71.1,2014-06-12,31
"6932","606","MM7-7","B","3","Cottonwood Creek","355a","Cool","Wet","LLL_0612",103.7,2014-06-12,31
"6933","607","MM7-7","C","3","Cuyamaca Rancho","CUR1","Cool","Wet","LLL_0612",39.1,2014-06-12,31
"6934","608","MM7-7","D","3","Deep Creek","DPC1","Cool","Wet","LLL_0612",61,2014-06-12,31
"6935","609","MM7-7","E","3","Grade Road Palomar","GRP7","Cool","Wet","LLL_0612",35.1,2014-06-12,31
"6936","610","MM7-7","F","3","Hauser Creek","HAU1","Cool","Wet","LLL_0612",17.8,2014-06-12,31
"6937","611","MM7-7","G","3","Little Jameson","LIJ5","Cool","Wet","LLL_0612",97.8,2014-06-12,31
"6938","613","MM7-7","I","3","Mill Creek","MIL7","Cool","Wet","LLL_0612",78.9,2014-06-12,31
"6939","614","MM7-7","J","3","North Fork Middle Tule","NMT6","Cool","Wet","LLL_0612",62.8,2014-06-12,31
"6940","615","MM7-7","K","3","Paradise Creek","PRD3","Cool","Wet","LLL_0612",68,2014-06-12,31
"6941","616","MM7-7","L","3","Rainbow Pool","RBW3","Cool","Wet","LLL_0612",77.3,2014-06-12,31
"6942","617","MM7-7","M","3","Redwood Creek","RWD1","Cool","Wet","LLL_0612",87.6,2014-06-12,31
"6943","618","MM7-7","N","3","Rock Creek","006aN1","Cool","Wet","LLL_0612",64.4,2014-06-12,31
"6944","619","MM7-7","A","4","Wawona","190aC2","Cool","Wet","LLL_0612",19.4,2014-06-12,31
"6945","620","MM7-7","B","4","West Fork Mojave River","WFM5","Cool","Wet","LLL_0612",67.2,2014-06-12,31
"6946","621","MM7-7","C","4","Whitewater Canyon","WWC11","Cool","Wet","LLL_0612",89,2014-06-12,31
"6947","623","MM7-7","E","4","Cuyamaca Rancho","CUR5","Cool","Wet","LLL_0612",63.9,2014-06-12,31
"6948","624","MM7-7","F","4","Deep Creek","DPC3","Cool","Wet","LLL_0612",52.9,2014-06-12,31
"6949","625","MM7-7","G","4","Grade Road Palomar","GRP3","Cool","Wet","LLL_0612",72.2,2014-06-12,31
"6950","626","MM7-7","H","4","Hauser Creek","HAU11","Cool","Wet","LLL_0612",93.5,2014-06-12,31
"6951","627","MM7-7","I","4","Little Jameson","LIJ3","Cool","Wet","LLL_0612",34.3,2014-06-12,31
"6952","628","MM7-7","J","4","Middle Yuba","MYU3","Cool","Wet","LLL_0612",68.5,2014-06-12,31
"6953","629","MM7-7","K","4","Mill Creek","MIL9","Cool","Wet","LLL_0612",74.7,2014-06-12,31
"6954","630","MM7-7","L","4","North Fork Middle Tule","NMT7","Cool","Wet","LLL_0612",43.1,2014-06-12,31
"6955","631","MM7-7","M","4","Paradise Creek","PRD6","Cool","Wet","LLL_0612",110.1,2014-06-12,31
"6956","632","MM7-7","N","4","Rainbow Pool","RBW3","Cool","Wet","LLL_0612",105.8,2014-06-12,31
"6957","633","MM7-7","A","5","Redwood Creek","RWD9","Cool","Wet","LLL_0612",97.9,2014-06-12,31
"6958","634","MM7-7","B","5","Rock Creek","009aN1","Cool","Wet","LLL_0612",65.2,2014-06-12,31
"6959","635","MM7-7","C","5","Wawona","184aC2","Cool","Wet","LLL_0612",74.7,2014-06-12,31
"6960","636","MM7-7","D","5","West Fork Mojave River","WFM3","Cool","Wet","LLL_0612",33.4,2014-06-12,31
"6961","637","MM7-7","E","5","Whitewater Canyon","WWC3","Cool","Wet","LLL_0612",65.2,2014-06-12,31
"6962","638","MM7-7","F","5","Cottonwood Creek","356a","Cool","Wet","LLL_0612",46.1,2014-06-12,31
"6963","639","MM7-7","G","5","Cuyamaca Rancho","CUR9","Cool","Wet","LLL_0612",104.5,2014-06-12,31
"6964","640","MM7-7","H","5","Deep Creek","DPC1","Cool","Wet","LLL_0612",94.3,2014-06-12,31
"6965","641","MM7-7","J","5","Hauser Creek","HAU7","Cool","Wet","LLL_0612",50.9,2014-06-12,31
"6966","642","MM7-7","K","5","Little Jameson","LIJ1","Cool","Wet","LLL_0612",55.4,2014-06-12,31
"6967","643","MM7-7","L","5","Middle Yuba","MYU3","Cool","Wet","LLL_0612",51.1,2014-06-12,31
"6968","644","MM7-7","M","5","Mill Creek","MIL3","Cool","Wet","LLL_0612",83.3,2014-06-12,31
"6969","645","MM7-7","N","5","North Fork Middle Tule","NMT2","Cool","Wet","LLL_0612",43.8,2014-06-12,31
"6970","646","MM7-7","A","6","Paradise Creek","PRD7","Cool","Wet","LLL_0612",128.1,2014-06-12,31
"6971","647","MM7-7","B","6","Rainbow Pool","RBW3","Cool","Wet","LLL_0612",119.1,2014-06-12,31
"6972","648","MM7-7","C","6","Redwood Creek","RWD2","Cool","Wet","LLL_0612",110.8,2014-06-12,31
"6973","649","MM7-7","D","6","Rock Creek","014aN1","Cool","Wet","LLL_0612",47.5,2014-06-12,31
"6974","650","MM7-7","E","6","Wawona","188aC2","Cool","Wet","LLL_0612",119.4,2014-06-12,31
"6975","651","MM7-7","F","6","West Fork Mojave River","WFM1","Cool","Wet","LLL_0612",124,2014-06-12,31
"6976","652","MM7-7","G","6","Whitewater Canyon","WWC5","Cool","Wet","LLL_0612",90.6,2014-06-12,31
"6977","653","MM7-7","H","6","Cottonwood Creek","353a","Cool","Wet","LLL_0612",36.3,2014-06-12,31
